category_fruit,hour,category_personal care,category_pets,category_kitchen,day_of_month,category_beverages,category_refrigerated items,category_meat,unit_price
0.0,-1.5793769310271188,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.5686051756636898
0.0,-0.6299999619561293,0.0,1.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.4134259555749273
0.0,-0.3135409722657994,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.9202772355389085
0.0,-1.262917941336789,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,1.0,1.1173248619961187
0.0,-1.262917941336789,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.32752026171053694
0.0,-0.6299999619561293,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.1911420903892881
0.0,-0.6299999619561293,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.32752026171053694
0.0,1.26875397618585,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,1.0,1.7656528021208997
0.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.14228370738917104
0.0,1.5852129658761798,1.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-1.0128955126995915
0.0,0.9522949864955201,1.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,1.339608727181758
0.0,1.5852129658761798,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.2907503441816408
0.0,-1.5793769310271188,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.14228370738917104
0.0,-0.6299999619561293,0.0,0.0,0.0,-1.5089389280951708,0.0,1.0,0.0,-1.0128955126995915
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-1.0684664789960014
0.0,-1.262917941336789,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.45718584973549325
0.0,-0.9464589516464592,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.2537030333173675
0.0,-1.262917941336789,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.9202772355389085
0.0,-1.5793769310271188,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.22818940125356116
1.0,-0.3135409722657994,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.9202772355389085
0.0,1.5852129658761798,0.0,0.0,0.0,-0.5086291561636558,1.0,0.0,0.0,-0.27194929541412716
0.0,1.5852129658761798,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,2.136125910763632
0.0,-0.3135409722657994,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.32752026171053694
0.0,-0.6299999619561293,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.1911420903892881
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,0.04295284693219507
0.0,0.0029180174245304635,0.0,0.0,0.0,0.9918355017336166,0.0,1.0,0.0,-0.5498041268961763
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.7350406812175424
0.0,0.31937700711486033,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.27194929541412716
0.0,-1.262917941336789,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.3645675725748102
0.0,-0.9464589516464592,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-1.1981320670209576
0.0,-0.6299999619561293,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.512756816031903
0.0,0.0029180174245304635,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-1.6241761419600997
0.0,-1.262917941336789,0.0,0.0,1.0,-1.5089389280951708,0.0,0.0,0.0,0.22818940125356116
0.0,0.31937700711486033,0.0,0.0,1.0,-0.5086291561636558,0.0,0.0,0.0,0.4134259555749273
0.0,0.6358359968051902,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.7350406812175424
0.0,-0.9464589516464592,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,2.413980742245681
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,1.7656528021208997
0.0,0.31937700711486033,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.9691356185390255
0.0,-1.262917941336789,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.5498041268961763
0.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.4134259555749273
0.0,0.6358359968051902,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,0.1911420903892881
0.0,0.6358359968051902,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.9691356185390255
0.0,-1.262917941336789,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-1.1981320670209576
0.0,0.6358359968051902,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.22818940125356116
0.0,-1.262917941336789,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.28376036754997114
0.0,1.5852129658761798,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,0.22818940125356116
0.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,1.0,0.0,0.0,0.9691356185390255
0.0,0.9522949864955201,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.45718584973549325
0.0,0.6358359968051902,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-1.1055137898602747
0.0,0.9522949864955201,0.0,0.0,1.0,-1.0087840421294132,0.0,0.0,0.0,1.7656528021208997
0.0,1.5852129658761798,0.0,0.0,0.0,0.9918355017336166,0.0,1.0,0.0,0.005905536067921981
0.0,1.26875397618585,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,2.228744187924315
0.0,-0.3135409722657994,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.5686051756636898
0.0,0.0029180174245304635,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,2.228744187924315
0.0,0.31937700711486033,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.04295284693219507
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,1.4877979706388504
0.0,0.31937700711486033,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.9202772355389085
0.0,0.6358359968051902,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,0.005905536067921981
1.0,1.5852129658761798,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.5686051756636898
0.0,1.26875397618585,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-1.3833686213423237
0.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.32752026171053694
0.0,-0.6299999619561293,0.0,0.0,0.0,-0.5086291561636558,0.0,1.0,0.0,-0.5498041268961763
0.0,1.5852129658761798,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-1.1981320670209576
0.0,-1.262917941336789,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.3763786447106542
0.0,-0.9464589516464592,0.0,0.0,0.0,1.491990387699374,0.0,1.0,0.0,-0.3645675725748102
0.0,0.31937700711486033,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.45718584973549325
0.0,-0.9464589516464592,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.8832299246746352
0.0,0.9522949864955201,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.32752026171053694
0.0,-0.6299999619561293,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-1.0684664789960014
0.0,-0.6299999619561293,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,2.413980742245681
0.0,0.0029180174245304635,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.04295284693219507
0.0,0.31937700711486033,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,2.4510280531099546
0.0,-1.5793769310271188,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.5498041268961763
0.0,1.5852129658761798,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.8276589583782255
0.0,-0.6299999619561293,0.0,0.0,0.0,0.9918355017336166,1.0,0.0,0.0,0.46899692187133724
0.0,-0.9464589516464592,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.8832299246746352
0.0,0.31937700711486033,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.32752026171053694
0.0,-0.9464589516464592,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.9202772355389085
1.0,-0.6299999619561293,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.3833686213423237
0.0,-1.262917941336789,0.0,0.0,1.0,1.491990387699374,0.0,0.0,0.0,1.7656528021208997
0.0,0.0029180174245304635,0.0,0.0,0.0,0.4916806157678591,0.0,1.0,0.0,-0.14228370738917104
0.0,-0.9464589516464592,1.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.6424224040568594
1.0,-0.9464589516464592,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.9202772355389085
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.9202772355389085
0.0,-1.5793769310271188,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.8832299246746352
0.0,0.0029180174245304635,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-1.0684664789960014
0.0,-0.9464589516464592,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,1.3951796934781675
0.0,0.9522949864955201,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,1.0,0.005905536067921981
0.0,0.31937700711486033,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.04295284693219507
0.0,-0.6299999619561293,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,0.04295284693219507
0.0,-0.3135409722657994,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,0.04295284693219507
0.0,-0.6299999619561293,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,0.09852381322860503
0.0,-1.262917941336789,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,1.4877979706388504
0.0,1.26875397618585,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.4134259555749273
0.0,-1.262917941336789,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.09852381322860503
0.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.09852381322860503
0.0,-1.5793769310271188,0.0,0.0,0.0,1.491990387699374,0.0,1.0,0.0,0.005905536067921981
0.0,-1.5793769310271188,0.0,0.0,0.0,0.9918355017336166,1.0,0.0,0.0,1.3025614163174848
0.0,0.6358359968051902,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-1.5686051756636898
0.0,1.5852129658761798,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,1.1173248619961187
0.0,-1.5793769310271188,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.7350406812175424
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.04295284693219507
0.0,1.5852129658761798,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.6979933703532691
0.0,-0.3135409722657994,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-0.08671274109276107
0.0,-0.9464589516464592,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.6424224040568594
0.0,0.9522949864955201,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.04295284693219507
0.0,1.26875397618585,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.45718584973549325
0.0,-0.3135409722657994,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.22818940125356116
0.0,-0.9464589516464592,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.7350406812175424
1.0,-1.5793769310271188,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.9202772355389085
0.0,0.31937700711486033,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.5498041268961763
0.0,-1.5793769310271188,0.0,0.0,0.0,-1.0087840421294132,0.0,1.0,0.0,-0.14228370738917104
1.0,-0.6299999619561293,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-1.6241761419600997
0.0,-1.5793769310271188,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.4389395876387336
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.8832299246746352
0.0,0.9522949864955201,1.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,0.1911420903892881
0.0,1.5852129658761798,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.04295284693219507
0.0,-0.9464589516464592,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.6241761419600997
0.0,1.26875397618585,1.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,1.4877979706388504
0.0,1.26875397618585,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.9320883076747525
0.0,0.0029180174245304635,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,1.0,0.46899692187133724
0.0,0.6358359968051902,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.9691356185390255
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.09852381322860503
0.0,1.5852129658761798,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-1.2907503441816408
0.0,-0.3135409722657994,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.2537030333173675
0.0,0.6358359968051902,0.0,1.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.09852381322860503
0.0,0.0029180174245304635,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.09852381322860503
0.0,0.31937700711486033,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.27194929541412716
0.0,1.26875397618585,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.7350406812175424
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.5089389280951708,1.0,0.0,0.0,1.3025614163174848
0.0,1.5852129658761798,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.3645675725748102
0.0,0.31937700711486033,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-1.1055137898602747
1.0,0.6358359968051902,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.3833686213423237
0.0,-1.262917941336789,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,2.4510280531099546
0.0,1.5852129658761798,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.8832299246746352
0.0,1.5852129658761798,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-1.0128955126995915
0.0,-0.6299999619561293,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.7350406812175424
0.0,1.5852129658761798,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,2.0435076336029487
0.0,1.26875397618585,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.6979933703532691
0.0,-1.262917941336789,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.7350406812175424
0.0,0.9522949864955201,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.1055137898602747
0.0,-0.9464589516464592,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.3763786447106542
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.32752026171053694
0.0,0.9522949864955201,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.27194929541412716
0.0,0.6358359968051902,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,1.3025614163174848
0.0,-1.262917941336789,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.7468517533533864
1.0,-1.262917941336789,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-1.5686051756636898
0.0,-1.262917941336789,1.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.1911420903892881
0.0,0.31937700711486033,0.0,0.0,0.0,-0.5086291561636558,0.0,1.0,0.0,-0.32752026171053694
0.0,0.6358359968051902,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-1.3833686213423237
0.0,-0.9464589516464592,0.0,1.0,0.0,-1.5089389280951708,0.0,0.0,0.0,1.0247065848354355
0.0,0.31937700711486033,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.4389395876387336
1.0,0.6358359968051902,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.7350406812175424
0.0,-0.9464589516464592,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.32752026171053694
0.0,1.26875397618585,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,1.0,0.5986625098962933
0.0,-0.9464589516464592,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.27194929541412716
0.0,0.6358359968051902,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.005905536067921981
0.0,-1.5793769310271188,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-1.1055137898602747
0.0,0.9522949864955201,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.14228370738917104
0.0,0.0029180174245304635,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,2.784453850888413
1.0,-1.262917941336789,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.8276589583782255
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,0.09852381322860503
0.0,-0.6299999619561293,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-1.3833686213423237
0.0,-0.3135409722657994,0.0,0.0,0.0,0.4916806157678591,1.0,0.0,0.0,1.3025614163174848
1.0,1.26875397618585,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.5686051756636898
0.0,1.5852129658761798,0.0,0.0,1.0,0.9918355017336166,0.0,0.0,0.0,1.7100818358244902
0.0,-0.6299999619561293,0.0,1.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.5616151990320203
0.0,-0.6299999619561293,0.0,0.0,0.0,-0.00847427019789835,0.0,1.0,0.0,-0.3645675725748102
0.0,0.31937700711486033,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,0.22818940125356116
0.0,-0.6299999619561293,0.0,0.0,1.0,1.491990387699374,0.0,0.0,0.0,1.7100818358244902
0.0,-1.5793769310271188,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,0.28376036754997114
0.0,-1.262917941336789,0.0,0.0,0.0,-0.5086291561636558,0.0,0.0,0.0,-0.3645675725748102
0.0,0.6358359968051902,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.0128955126995915
0.0,-1.262917941336789,0.0,0.0,0.0,1.491990387699374,0.0,0.0,1.0,1.339608727181758
0.0,0.31937700711486033,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-0.9202772355389085
0.0,1.26875397618585,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.22818940125356116
0.0,-1.5793769310271188,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.14228370738917104
0.0,0.31937700711486033,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.5686051756636898
0.0,-1.5793769310271188,0.0,0.0,1.0,0.4916806157678591,0.0,0.0,0.0,1.7656528021208997
0.0,0.0029180174245304635,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.512756816031903
0.0,-0.6299999619561293,0.0,1.0,0.0,0.9918355017336166,0.0,0.0,0.0,1.0247065848354355
0.0,0.0029180174245304635,0.0,0.0,0.0,1.491990387699374,1.0,0.0,0.0,1.339608727181758
0.0,0.9522949864955201,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,0.5616151990320203
0.0,0.0029180174245304635,1.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.0128955126995915
1.0,-1.262917941336789,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.9202772355389085
0.0,0.6358359968051902,0.0,1.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.09852381322860503
0.0,1.5852129658761798,0.0,1.0,0.0,0.9918355017336166,0.0,0.0,0.0,1.0247065848354355
0.0,-1.262917941336789,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-1.0128955126995915
0.0,1.5852129658761798,0.0,0.0,0.0,-1.5089389280951708,0.0,0.0,0.0,-1.1055137898602747
0.0,0.9522949864955201,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-1.0128955126995915
0.0,0.9522949864955201,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,-0.45718584973549325
0.0,0.31937700711486033,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,1.0,2.0435076336029487
0.0,0.0029180174245304635,0.0,0.0,0.0,0.4916806157678591,0.0,0.0,0.0,-1.6241761419600997
0.0,-0.3135409722657994,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,1.5248452815031242
0.0,-0.3135409722657994,0.0,0.0,0.0,0.9918355017336166,0.0,0.0,0.0,-0.6424224040568594
0.0,1.5852129658761798,0.0,0.0,0.0,-0.00847427019789835,0.0,0.0,0.0,-0.6424224040568594
0.0,1.26875397618585,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,0.005905536067921981
0.0,-1.5793769310271188,0.0,0.0,0.0,1.491990387699374,0.0,0.0,0.0,0.46899692187133724
0.0,-0.3135409722657994,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.6979933703532691
0.0,0.31937700711486033,0.0,0.0,0.0,-1.0087840421294132,0.0,0.0,0.0,-0.14228370738917104
